model	auroc_mean_random	auroc_mean_donor	generalization_drop_auroc	permutation_gap_auroc
TranscriptFormer_embedding_logistic	0.7488182027472949	0.7009369580583938	0.04788124468890109	0.24945002941703115
metadata_confounder_logistic	0.7687904484178752	0.7048064605839267	0.06398398783394854	0.2775036451538638
scVI_embedding_logistic	0.7074923899419332	0.6708803982230006	0.03661199171893259	0.22165988795948105
