model	split	seed	auroc	auprc	balanced_accuracy
metadata_confounder_logistic	dataset_holdout	1317	0.6161616161616162	0.9096103896103894	0.5227272727272727
metadata_confounder_logistic	dataset_holdout	1318	0.07572115384615385	0.6825771225020285	0.23557692307692307
metadata_confounder_logistic	dataset_holdout	1319	0.27884615384615385	0.6742721196329443	0.18653846153846154
metadata_confounder_logistic	dataset_holdout	1320	0.4710880668627147	0.4344032040908111	0.5169014084507042
metadata_confounder_logistic	dataset_holdout	1321	0.6539823008849557	0.8056567759847302	0.5
metadata_confounder_logistic	dataset_holdout	1322	0.5085732263646374	0.4425985375302318	0.5393442049883768
metadata_confounder_logistic	dataset_holdout	1323	0.5197540930715487	0.42695517725426246	0.5443066562641153
metadata_confounder_logistic	dataset_holdout	1324	0.25	0.5833333333333333	0.5
metadata_confounder_logistic	dataset_holdout	1325	0.125	0.2727272727272727	0.5
metadata_confounder_logistic	dataset_holdout	1326	0.49459022509638106	0.4459901869644735	0.490186165467198
metadata_confounder_logistic	dataset_holdout	1327	0.01538461538461533	0.030303030303030304	0.5
metadata_confounder_logistic	dataset_holdout	1328	0.28027681660899656	0.737918552036199	0.5294117647058824
metadata_confounder_logistic	dataset_holdout	1329	1.0	1.0	0.5625
metadata_confounder_logistic	dataset_holdout	1330	0.36458333333333326	0.3618834853464298	0.4166666666666667
metadata_confounder_logistic_label_shuffled	random_cell	1301	0.5591282326759266	0.5625155098142367	0.50633105671092
metadata_confounder_logistic_label_shuffled	random_cell	1302	0.6054792418079963	0.5717682973187626	0.5815171514081805
metadata_confounder_logistic_label_shuffled	random_cell	1303	0.3485534494666564	0.41522739004181175	0.38792111119637784
metadata_confounder_logistic_label_shuffled	random_cell	1304	0.4271736628040826	0.468113213804793	0.4408333972834011
metadata_confounder_logistic_label_shuffled	random_cell	1305	0.4230680684521525	0.4772951744815278	0.4250824955874453
metadata_confounder_logistic_label_shuffled	random_cell	1306	0.3490906300360679	0.4273784201625725	0.4022715064077968
metadata_confounder_logistic_label_shuffled	random_cell	1307	0.4988297137594966	0.5416345573237413	0.53566495280485
