model	split	seed	requested_cells_per_donor	median_effective_cells_per_donor	max_effective_cells_per_donor	note	auroc	auprc	balanced_accuracy
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1317	8	8.0	8		0.6990740740740741	0.673910164270446	0.6111111111111112
scVI_mean_embedding_pseudobulk	donor_holdout	1318	8	8.0	8		0.6984126984126984	0.6829304761201314	0.6666666666666666
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1318	8	8.0	8		0.8503401360544217	0.8740640202907284	0.7380952380952381
scVI_mean_embedding_pseudobulk	donor_holdout	1319	8	8.0	8		0.5532879818594104	0.5170394360849411	0.5238095238095237
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1319	8	8.0	8		0.7959183673469388	0.730765075850347	0.7619047619047619
scVI_mean_embedding_pseudobulk	donor_holdout	1320	8	8.0	8		0.8306636155606407	0.8463540779236612	0.7505720823798627
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1320	8	8.0	8		0.8260869565217391	0.8740422401778236	0.7643020594965675
scVI_mean_embedding_pseudobulk	donor_holdout	1321	8	8.0	8		0.7529411764705882	0.5852573252341055	0.7623529411764706
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1321	8	8.0	8		0.8447058823529412	0.8276049099471754	0.7317647058823529
scVI_mean_embedding_pseudobulk	donor_holdout	1322	8	8.0	8		0.7528344671201814	0.7289966027905701	0.6666666666666666
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1322	8	8.0	8		0.7959183673469388	0.7722616492026431	0.7142857142857143
scVI_mean_embedding_pseudobulk	donor_holdout	1323	8	8.0	8		0.7939814814814815	0.8139535998244336	0.6527777777777778
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1323	8	8.0	8		0.875	0.9120373230648419	0.8055555555555556
scVI_mean_embedding_pseudobulk	donor_holdout	1324	8	8.0	8		0.6417233560090703	0.5741652559648996	0.6190476190476191
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1324	8	8.0	8		0.7755102040816326	0.7819293544166024	0.6904761904761905
scVI_mean_embedding_pseudobulk	donor_holdout	1325	8	8.0	8		0.8295454545454546	0.8174058016350506	0.7431818181818182
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1325	8	8.0	8		0.925	0.9340192423709118	0.7886363636363636
scVI_mean_embedding_pseudobulk	donor_holdout	1326	8	8.0	8		0.6938775510204082	0.6421576630770761	0.7380952380952381
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1326	8	8.0	8		0.8503401360544217	0.8726741405718468	0.7380952380952381
scVI_mean_embedding_pseudobulk	donor_holdout	1327	8	8.0	8		0.8077803203661328	0.8095924098846765	0.6853546910755148
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1327	8	8.0	8		0.8535469107551488	0.9049660473430206	0.6807780320366132
scVI_mean_embedding_pseudobulk	donor_holdout	1328	8	8.0	8		0.6712018140589568	0.6242371842042608	0.6428571428571428
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1328	8	8.0	8		0.7777777777777778	0.7669588840771107	0.6904761904761905
scVI_mean_embedding_pseudobulk	donor_holdout	1329	8	8.0	8		0.7272727272727273	0.6352974564135555	0.7431818181818182
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1329	8	8.0	8		0.8613636363636363	0.8015300111152515	0.7704545454545455
scVI_mean_embedding_pseudobulk	donor_holdout	1330	8	8.0	8		0.7235576923076923	0.7550768551874356	0.6850961538461539
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1330	8	8.0	8		0.875	0.8811624833879046	0.8365384615384616
scVI_mean_embedding_pseudobulk	donor_holdout	1301	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8101851851851852	0.6655399292530805	0.7361111111111112
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1301	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.900462962962963	0.8886750029010091	0.7847222222222222
scVI_mean_embedding_pseudobulk	donor_holdout	1302	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.6802721088435374	0.7260986143384756	0.5952380952380952
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1302	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8571428571428572	0.8708357857517521	0.7619047619047619
scVI_mean_embedding_pseudobulk	donor_holdout	1303	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7276887871853548	0.6926968705504978	0.7425629290617849
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1303	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8649885583524028	0.894852903030664	0.834096109839817
scVI_mean_embedding_pseudobulk	donor_holdout	1304	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7291666666666666	0.6921414048620952	0.7569444444444444
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1304	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8449074074074074	0.863615897052763	0.7847222222222222
scVI_mean_embedding_pseudobulk	donor_holdout	1305	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7845804988662131	0.7090601182648436	0.7142857142857142
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1305	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8049886621315192	0.8268556494737163	0.6904761904761905
scVI_mean_embedding_pseudobulk	donor_holdout	1306	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7647058823529411	0.6252028499057234	0.7023529411764706
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1306	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.9529411764705882	0.9481336012665936	0.8117647058823529
scVI_mean_embedding_pseudobulk	donor_holdout	1307	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8870192307692308	0.714405065179059	0.8918269230769231
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1307	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8918269230769231	0.7273659267812249	0.8725961538461539
scVI_mean_embedding_pseudobulk	donor_holdout	1308	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8616780045351474	0.7625405424082905	0.8571428571428572
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1308	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8662131519274376	0.8851209454966131	0.7619047619047619
scVI_mean_embedding_pseudobulk	donor_holdout	1309	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7732426303854876	0.6924273935776958	0.7857142857142857
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1309	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8458049886621315	0.806941716601085	0.7857142857142857
scVI_mean_embedding_pseudobulk	donor_holdout	1310	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7977272727272727	0.7429183491894581	0.8340909090909091
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1310	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8431818181818183	0.8176727885960133	0.8318181818181818
scVI_mean_embedding_pseudobulk	donor_holdout	1311	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8636363636363636	0.8146301772998135	0.8090909090909091
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1311	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.884090909090909	0.913464551933245	0.7363636363636363
scVI_mean_embedding_pseudobulk	donor_holdout	1312	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7777777777777777	0.6924081084884094	0.7291666666666667
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1312	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8819444444444445	0.8218103973005934	0.7777777777777777
scVI_mean_embedding_pseudobulk	donor_holdout	1313	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8068181818181818	0.7983447825522751	0.7204545454545455
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1313	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8931818181818182	0.915532498978031	0.7863636363636364
scVI_mean_embedding_pseudobulk	donor_holdout	1314	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8047058823529412	0.6808967333279845	0.7117647058823529
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1314	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.908235294117647	0.8033785495550201	0.8011764705882353
scVI_mean_embedding_pseudobulk	donor_holdout	1315	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8627002288329519	0.8911884674154275	0.8123569794050343
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1315	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8947368421052632	0.9249756708196606	0.799771167048055
scVI_mean_embedding_pseudobulk	donor_holdout	1316	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7392290249433107	0.7293955267044512	0.6428571428571428
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1316	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.9206349206349206	0.936855057698575	0.7380952380952381
scVI_mean_embedding_pseudobulk	donor_holdout	1317	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7523148148148148	0.7147574352671147	0.7361111111111112
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1317	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.6990740740740741	0.673910164270446	0.6111111111111112
scVI_mean_embedding_pseudobulk	donor_holdout	1318	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.6984126984126984	0.6829304761201314	0.6666666666666666
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1318	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8503401360544217	0.8740640202907284	0.7380952380952381
scVI_mean_embedding_pseudobulk	donor_holdout	1319	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.5532879818594104	0.5170394360849411	0.5238095238095237
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1319	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7959183673469388	0.730765075850347	0.7619047619047619
scVI_mean_embedding_pseudobulk	donor_holdout	1320	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8306636155606407	0.8463540779236612	0.7505720823798627
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1320	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8260869565217391	0.8740422401778236	0.7643020594965675
scVI_mean_embedding_pseudobulk	donor_holdout	1321	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7529411764705882	0.5852573252341055	0.7623529411764706
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1321	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8447058823529412	0.8276049099471754	0.7317647058823529
scVI_mean_embedding_pseudobulk	donor_holdout	1322	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7528344671201814	0.7289966027905701	0.6666666666666666
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1322	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7959183673469388	0.7722616492026431	0.7142857142857143
scVI_mean_embedding_pseudobulk	donor_holdout	1323	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7939814814814815	0.8139535998244336	0.6527777777777778
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1323	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.875	0.9120373230648419	0.8055555555555556
scVI_mean_embedding_pseudobulk	donor_holdout	1324	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.6417233560090703	0.5741652559648996	0.6190476190476191
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1324	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7755102040816326	0.7819293544166024	0.6904761904761905
scVI_mean_embedding_pseudobulk	donor_holdout	1325	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8295454545454546	0.8174058016350506	0.7431818181818182
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1325	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.925	0.9340192423709118	0.7886363636363636
scVI_mean_embedding_pseudobulk	donor_holdout	1326	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.6938775510204082	0.6421576630770761	0.7380952380952381
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1326	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8503401360544217	0.8726741405718468	0.7380952380952381
scVI_mean_embedding_pseudobulk	donor_holdout	1327	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8077803203661328	0.8095924098846765	0.6853546910755148
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1327	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8535469107551488	0.9049660473430206	0.6807780320366132
scVI_mean_embedding_pseudobulk	donor_holdout	1328	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.6712018140589568	0.6242371842042608	0.6428571428571428
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1328	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7777777777777778	0.7669588840771107	0.6904761904761905
scVI_mean_embedding_pseudobulk	donor_holdout	1329	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7272727272727273	0.6352974564135555	0.7431818181818182
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1329	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.8613636363636363	0.8015300111152515	0.7704545454545455
scVI_mean_embedding_pseudobulk	donor_holdout	1330	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.7235576923076923	0.7550768551874356	0.6850961538461539
TranscriptFormer_mean_embedding_pseudobulk	donor_holdout	1330	16	8.0	8	Requested depth 16 is capped by the existing eight-cell-per-donor benchmark sample.	0.875	0.8811624833879046	0.8365384615384616
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1301	1	1.0	1		0.5422077922077922	0.5342512802110706	0.44805194805194803
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1301	1	1.0	1		0.6590909090909092	0.5062245800129912	0.5941558441558441
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1302	1	1.0	1		0.725752508361204	0.6367522976218629	0.5852842809364549
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1302	1	1.0	1		0.7625418060200669	0.5555444357182866	0.7876254180602007
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1303	1	1.0	1		0.6253968253968254	0.6597494287517659	0.6190476190476191
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1303	1	1.0	1		0.6888888888888889	0.7591788233681009	0.5904761904761905
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1304	1	1.0	1		0.559375	0.535829045341913	0.625
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1304	1	1.0	1		0.734375	0.6018881785425902	0.66875
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1305	1	1.0	1		0.6037151702786379	0.6169955333017616	0.6393188854489165
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1305	1	1.0	1		0.6873065015479876	0.6567178319706772	0.6857585139318885
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1306	1	1.0	1		0.6408668730650156	0.6032583003810625	0.5835913312693499
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1306	1	1.0	1		0.7987616099071208	0.7837521339207301	0.6625386996904025
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1307	1	1.0	1		0.684375	0.6414200868435148	0.6875
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1307	1	1.0	1		0.703125	0.7201676011004138	0.575
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1308	1	1.0	1		0.551948051948052	0.5168687594334146	0.4772727272727273
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1308	1	1.0	1		0.775974025974026	0.6951890670798233	0.7337662337662337
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1309	1	1.0	1		0.7111111111111111	0.7933247338183593	0.6714285714285715
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1309	1	1.0	1		0.7746031746031745	0.7795552897352314	0.7
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1310	1	1.0	1		0.5015479876160991	0.4788888432789817	0.43343653250773995
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1310	1	1.0	1		0.6718266253869969	0.6761009887944873	0.6037151702786377
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1311	1	1.0	1		0.5524691358024691	0.6260308443918253	0.6111111111111112
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1311	1	1.0	1		0.6666666666666666	0.6161277621789111	0.6944444444444444
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1312	1	1.0	1		0.2375	0.33085427275082624	0.33125
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1312	1	1.0	1		0.625	0.6259114862023822	0.65
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1313	1	1.0	1		0.4837662337662338	0.3766637169073288	0.5357142857142857
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1313	1	1.0	1		0.8116883116883117	0.7409551765370179	0.7792207792207793
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1314	1	1.0	1		0.571875	0.500753196450485	0.625
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1314	1	1.0	1		0.69375	0.629131887848993	0.6375
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1315	1	1.0	1		0.496875	0.5931119900777608	0.4875
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1315	1	1.0	1		0.7374999999999999	0.753497069547299	0.75
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1316	1	1.0	1		0.7222222222222222	0.6299742528003398	0.6458333333333333
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1316	1	1.0	1		0.798611111111111	0.7627420824789247	0.6875
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1317	1	1.0	1		0.5925925925925926	0.6339648533465738	0.5833333333333334
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1317	1	1.0	1		0.6728395061728394	0.6295993642018546	0.6388888888888888
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1318	1	1.0	1		0.5551948051948052	0.5423897728048699	0.6038961038961039
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1318	1	1.0	1		0.6785714285714286	0.5255216502499112	0.6071428571428572
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1319	1	1.0	1		0.696594427244582	0.7002138456102953	0.6300309597523219
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1319	1	1.0	1		0.6996904024767802	0.6777502608489365	0.7012383900928792
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1320	1	1.0	1		0.7650793650793651	0.7335988512766005	0.6285714285714286
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1320	1	1.0	1		0.6793650793650794	0.588961886933754	0.680952380952381
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1321	1	1.0	1		0.74375	0.7096398852373118	0.70625
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1321	1	1.0	1		0.684375	0.7345674390370448	0.69375
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1322	1	1.0	1		0.7424749163879598	0.6437539312539313	0.6555183946488294
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1322	1	1.0	1		0.6220735785953178	0.6010656262471143	0.6170568561872909
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1323	1	1.0	1		0.6331168831168832	0.5733511157023479	0.5681818181818181
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1323	1	1.0	1		0.7727272727272727	0.7077038126659061	0.6623376623376623
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1324	1	1.0	1		0.5206349206349206	0.6324610504313795	0.5238095238095237
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1324	1	1.0	1		0.6666666666666667	0.7077467298210331	0.6761904761904762
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1325	1	1.0	1		0.665625	0.6286094743240297	0.6375
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1325	1	1.0	1		0.740625	0.6619317745326454	0.65
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1326	1	1.0	1		0.7093750000000001	0.6252579263299702	0.7375
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1326	1	1.0	1		0.703125	0.590007378779631	0.7375
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1327	1	1.0	1		0.45201238390092874	0.6023144029341316	0.47213622291021673
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1327	1	1.0	1		0.6749226006191951	0.7408272697927869	0.6393188854489165
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1328	1	1.0	1		0.728125	0.7053720203266983	0.7
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1328	1	1.0	1		0.7000000000000001	0.6451838602573896	0.69375
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1329	1	1.0	1		0.6625000000000001	0.7734621423888504	0.7
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1329	1	1.0	1		0.81875	0.8378366205390586	0.7125
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1330	1	1.0	1		0.5174603174603175	0.6373236602465882	0.49523809523809526
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1330	1	1.0	1		0.5555555555555555	0.6657937867695909	0.6095238095238096
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1301	2	2.0	2		0.5811688311688311	0.4624653545114089	0.5811688311688312
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1301	2	2.0	2		0.7662337662337663	0.6092074825268102	0.7467532467532467
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1302	2	2.0	2		0.6287625418060201	0.4921898324068176	0.6287625418060201
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1302	2	2.0	2		0.7290969899665551	0.6925891860769622	0.6287625418060201
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1303	2	2.0	2		0.711111111111111	0.7386368150404199	0.6523809523809523
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1303	2	2.0	2		0.6952380952380952	0.7824815532887184	0.6571428571428571
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1304	2	2.0	2		0.6625000000000001	0.6174630180984748	0.60625
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1304	2	2.0	2		0.828125	0.778781996780739	0.7625
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1305	2	2.0	2		0.7492260061919505	0.7854861976688603	0.7213622291021672
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1305	2	2.0	2		0.7739938080495357	0.7676618671183889	0.6656346749226006
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1306	2	2.0	2		0.563467492260062	0.5147993529626286	0.5510835913312693
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1306	2	2.0	2		0.7616099071207431	0.6544730604792524	0.7244582043343653
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1307	2	2.0	2		0.7718750000000001	0.7639869504420589	0.73125
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1307	2	2.0	2		0.66875	0.6581613137679314	0.6625
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1308	2	2.0	2		0.6363636363636364	0.5475781673816039	0.5584415584415584
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1308	2	2.0	2		0.7694805194805194	0.6005093062866171	0.7824675324675325
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1309	2	2.0	2		0.7015873015873015	0.7418182283532577	0.6047619047619047
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1309	2	2.0	2		0.8	0.7920450199873021	0.7714285714285714
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1310	2	2.0	2		0.5232198142414861	0.5497938976236829	0.4953560371517028
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1310	2	2.0	2		0.7616099071207431	0.7276681135707505	0.6919504643962848
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1311	2	2.0	2		0.6604938271604938	0.6335661843893505	0.6388888888888888
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1311	2	2.0	2		0.691358024691358	0.6359313730416684	0.6388888888888888
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1312	2	2.0	2		0.565625	0.5216597123505458	0.49375
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1312	2	2.0	2		0.753125	0.72286972657396	0.65625
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1313	2	2.0	2		0.6688311688311689	0.6305894719719605	0.5357142857142857
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1313	2	2.0	2		0.8376623376623376	0.7565850187242221	0.672077922077922
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1314	2	2.0	2		0.725	0.658433798504363	0.66875
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1314	2	2.0	2		0.75	0.729009787726893	0.60625
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1315	2	2.0	2		0.6375	0.6721751986470262	0.60625
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1315	2	2.0	2		0.796875	0.805311315638042	0.66875
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1316	2	2.0	2		0.71875	0.6399500690880002	0.5833333333333333
TranscriptFormer_mean_embedding_pseudobulk	disease_free_donor_holdout	1316	2	2.0	2		0.736111111111111	0.6602002164502165	0.6666666666666666
scVI_mean_embedding_pseudobulk	disease_free_donor_holdout	1317	2	2.0	2		0.6913580246913581	0.7253249449817833	0.6111111111111112
