PC1	PC2	age_group	disease	dataset_id
-3.9911246	-0.32172662	old	normal	c838aec3-03ef-4398-b882-0e3912abfff0
-4.7111506	-0.30472794	old	normal	c838aec3-03ef-4398-b882-0e3912abfff0
-2.2460861	-0.76604897	old	normal	c838aec3-03ef-4398-b882-0e3912abfff0
-1.2272199	0.2785271	old	normal	c838aec3-03ef-4398-b882-0e3912abfff0
-4.4130683	-0.5860086	old	normal	c838aec3-03ef-4398-b882-0e3912abfff0
-3.533185	0.8067938	old	normal	c838aec3-03ef-4398-b882-0e3912abfff0
-0.5027796	-1.4193255	old	normal	c838aec3-03ef-4398-b882-0e3912abfff0
-2.9013333	-2.0117922	old	normal	c838aec3-03ef-4398-b882-0e3912abfff0
-2.213345	-2.1132061	old	normal	c838aec3-03ef-4398-b882-0e3912abfff0
-3.3228998	-1.4471531	old	normal	c838aec3-03ef-4398-b882-0e3912abfff0
